cur_ost_ind,loan_condition,dti_group,income_group,home_ownership,purpose,term,interest_payments,annual_inc,tot_loan_amount,avg_interest_rate,tot_upb,gco_units,avg_dti,tot_units
Yes,Good Loan,30+,"(75k,100k]",rent,wedding,60 months,High,76000,30225,24.89,18162.05,0,34.04,1
Yes,Good Loan,30+,150k+,mortgage,credit_card,36 months,High,188080,293975,15.855,182524.46,0,33.245,10
Yes,Good Loan,30+,150k+,mortgage,credit_card,36 months,Low,182297.83333333334,1155500,8.998888888888889,915636.54,0,33.522962962962964,54
Yes,Good Loan,30+,150k+,mortgage,credit_card,60 months,High,195338.5172413793,887575,16.730344827586208,800614.08,0,33.10206896551724,29
Yes,Good Loan,30+,150k+,mortgage,credit_card,60 months,Low,170435.7142857143,327150,11.016428571428571,307657.84,0,33.11857142857143,14
Yes,Good Loan,30+,150k+,mortgage,debt_consolidation,36 months,High,193650.13157894736,1004075,15.659736842105263,773469.83,0,32.817368421052635,38
Yes,Good Loan,30+,150k+,mortgage,debt_consolidation,36 months,Low,198739.52272727274,1840825,9.798977272727273,1435225.63,0,32.70261363636364,88
Yes,Good Loan,30+,150k+,mortgage,debt_consolidation,60 months,High,182435.55555555556,3189250,17.04361111111111,2913132.6,0,33.13851851851852,108
Yes,Good Loan,30+,150k+,mortgage,debt_consolidation,60 months,Low,178510.0350877193,1472225,11.630877192982457,1334199.98,0,33.17438596491228,57
Yes,Good Loan,30+,150k+,mortgage,home_improvement,36 months,High,160000,8500,13.34,6886,0,31.159999999999997,2
Yes,Good Loan,30+,150k+,mortgage,home_improvement,36 months,Low,205006.66666666666,298000,9.638666666666666,257110.01,0,33.39,15
Yes,Good Loan,30+,150k+,mortgage,home_improvement,60 months,High,217630.25,282125,16.82,260645.41,0,34.836666666666666,12
Yes,Good Loan,30+,150k+,mortgage,home_improvement,60 months,Low,194250,191000,11.925,169186.58000000002,0,33.55625,8
Yes,Good Loan,30+,150k+,mortgage,house,60 months,High,203000,35000,19.99,32847.75,0,37.32,1
Yes,Good Loan,30+,150k+,mortgage,major_purchase,36 months,High,185000,17000,15.61,14686.28,0,30.89,1
Yes,Good Loan,30+,150k+,mortgage,major_purchase,36 months,Low,196666.66666666666,66800,8.846666666666668,63856.03,0,34.60666666666667,6
Yes,Good Loan,30+,150k+,mortgage,major_purchase,60 months,High,190000,25000,13.98,19578.9,0,34.79,1
Yes,Good Loan,30+,150k+,mortgage,medical,36 months,Low,171875,54000,9.0725,50060.56,0,33.045,4
Yes,Good Loan,30+,150k+,mortgage,medical,60 months,High,200000,24000,14.31,20775.06,0,31.11,1
Yes,Good Loan,30+,150k+,mortgage,moving,60 months,High,180000,35000,17.86,34634.81,0,33.45,1
Yes,Good Loan,30+,150k+,mortgage,other,36 months,High,193000,123000,17.704,79016.7,0,31.932,5
Yes,Good Loan,30+,150k+,mortgage,other,36 months,Low,193000,25325,9.615,22245.93,0,33.16,2
Yes,Good Loan,30+,150k+,mortgage,other,60 months,High,246666.66666666666,91000,15.183333333333334,82608.35,0,33.42,3
Yes,Good Loan,30+,150k+,mortgage,other,60 months,Low,220000,16000,9.17,14040.11,0,34.77,1
Yes,Good Loan,30+,150k+,mortgage,small_business,36 months,High,180000,21000,18.99,13660.67,0,38.91,1
Yes,Good Loan,30+,150k+,mortgage,small_business,60 months,High,165000,35000,23.76,18374.92,0,32.87,1
Yes,Good Loan,30+,150k+,mortgage,vacation,36 months,Low,168333.33333333334,12200,11.27,10441.32,0,33.52333333333333,3
Yes,Good Loan,30+,150k+,own,credit_card,36 months,Low,196600,80000,9.91,70267.58,0,33.120000000000005,5
Yes,Good Loan,30+,150k+,own,credit_card,60 months,High,201000,70000,17.424999999999997,64086.93,0,35.03,2
Yes,Good Loan,30+,150k+,own,credit_card,60 months,Low,165765.83333333334,177600,11.633333333333333,167704.05,0,33.06666666666667,6
Yes,Good Loan,30+,150k+,own,debt_consolidation,36 months,High,276900.6666666667,155400,15.62,106865.53,0,33.178333333333335,6
Yes,Good Loan,30+,150k+,own,debt_consolidation,36 months,Low,204800,197600,8.553333333333333,163197.63,0,33.13444444444444,9
Yes,Good Loan,30+,150k+,own,debt_consolidation,60 months,High,173834.72727272726,332850,15.90181818181818,316561.41000000003,0,32.79545454545455,11
Yes,Good Loan,30+,150k+,own,debt_consolidation,60 months,Low,196333.33333333334,77000,11.903333333333332,70138.23,0,32.016666666666666,3
Yes,Good Loan,30+,150k+,own,home_improvement,36 months,Low,182500,28500,9.055,27818.489999999998,0,34.94,2
Yes,Good Loan,30+,150k+,own,home_improvement,60 months,High,250000,19150,16.55,18942.81,0,30.02,1
Yes,Good Loan,30+,150k+,own,home_improvement,60 months,Low,195570,63000,11.08,52715.7,0,31.625,2
Yes,Good Loan,30+,150k+,own,medical,36 months,Low,180000,5000,9.99,4391.48,0,33.97,1
Yes,Good Loan,30+,150k+,own,other,36 months,High,173333.33333333334,20500,16.89,16431.67,0,32.68333333333333,3
Yes,Good Loan,30+,150k+,own,other,60 months,High,238500,55000,15.45,50709.92999999999,0,30.740000000000002,2
Yes,Good Loan,30+,150k+,rent,credit_card,36 months,High,243516.66666666666,174000,15.221666666666666,126933.78,0,33.86,6
Yes,Good Loan,30+,150k+,rent,credit_card,36 months,Low,168200,276475,8.645,229576.27,0,32.64083333333333,12
Yes,Good Loan,30+,150k+,rent,credit_card,60 months,High,197142.85714285713,181150,15.052857142857142,175925.74,0,32.63857142857143,7
Yes,Good Loan,30+,150k+,rent,credit_card,60 months,Low,188285.66666666666,121200,10.09,115216.08,0,31.773333333333333,6
Yes,Good Loan,30+,150k+,rent,debt_consolidation,36 months,High,191375,215575,17.025,166373.23,0,34.00625,8
Yes,Good Loan,30+,150k+,rent,debt_consolidation,36 months,Low,172514.375,234000,10.33625,174429.43,0,32.464999999999996,8
Yes,Good Loan,30+,150k+,rent,debt_consolidation,60 months,High,183536.35714285713,388950,17.400714285714287,362583.52,0,32.62428571428571,14
Yes,Good Loan,30+,150k+,rent,debt_consolidation,60 months,Low,181371.42857142858,179700,11.445714285714285,169281.38,0,32.00714285714286,7
Yes,Good Loan,30+,150k+,rent,home_improvement,36 months,High,380000,20000,15.61,7124.200000000001,0,33.79,1
Yes,Good Loan,30+,150k+,rent,house,60 months,High,162000,35000,18.99,34646.14,0,37.99,1
Yes,Good Loan,30+,150k+,rent,medical,36 months,High,182500,2825,14.99,1946.8899999999999,0,32.51,1
Yes,Good Loan,30+,150k+,rent,moving,36 months,Low,156000,20000,11.99,1924.6800000000003,0,36.27,1
Yes,Good Loan,30+,150k+,rent,moving,60 months,High,157000,16000,16.55,15651.37,0,30.57,1
Yes,Good Loan,30+,150k+,rent,other,60 months,High,187500,36000,18.055,30934.04,0,32.35,2
Yes,Good Loan,30+,150k+,rent,other,60 months,Low,152000,25000,12.69,22505.16,0,37.09,1
Yes,Good Loan,30+,150k+,rent,small_business,60 months,High,250000,24000,17.57,18843.68,0,32.04,1
Yes,Good Loan,30+,150k+,rent,vacation,36 months,Low,240000,16000,8.18,14004.72,0,34.36,1
Yes,Good Loan,30+,"[0,25k]",mortgage,car,36 months,High,19320,29275,15.506,22232.16,0,34.518,5
Yes,Good Loan,30+,"[0,25k]",mortgage,car,36 months,Low,22550,6325,12.065,4962.16,0,31.095,2
Yes,Good Loan,30+,"[0,25k]",mortgage,credit_card,36 months,High,20855.362637362636,636850,16.11835164835165,509526.19,0,45.61835164835165,91
Yes,Good Loan,30+,"[0,25k]",mortgage,credit_card,36 months,Low,20196.14285714286,339475,11.039285714285715,263778.75,0,210.95714285714286,56
Yes,Good Loan,30+,"[0,25k]",mortgage,credit_card,60 months,High,22521.333333333332,108050,18.75,100300.42,0,38.41444444444444,9
Yes,Good Loan,30+,"[0,25k]",mortgage,credit_card,60 months,Low,22375,42000,11.715,40599.71,0,33.085,4
Yes,Good Loan,30+,"[0,25k]",mortgage,debt_consolidation,36 months,High,21312.181034482757,1563675,16.640689655172412,1249087.09,0,78.46512931034482,232
Yes,Good Loan,30+,"[0,25k]",mortgage,debt_consolidation,36 months,Low,21621.486486486487,459700,11.310135135135136,357609.32,0,33.55364864864865,74
Yes,Good Loan,30+,"[0,25k]",mortgage,debt_consolidation,60 months,High,22117.525,482450,19.3945,449214,0,40.446,40
Yes,Good Loan,30+,"[0,25k]",mortgage,home_improvement,36 months,High,20867.666666666668,166525,16.674666666666667,136158.73,0,37.084,30
Yes,Good Loan,30+,"[0,25k]",mortgage,home_improvement,36 months,Low,24125,19850,11.525,18383.65,0,34.91,4
Yes,Good Loan,30+,"[0,25k]",mortgage,home_improvement,60 months,High,24333.333333333332,32000,15.943333333333333,28721.510000000002,0,33.88333333333333,3
Yes,Good Loan,30+,"[0,25k]",mortgage,house,36 months,High,10400,3375,26.77,3236.54,0,31.64,1
Yes,Good Loan,30+,"[0,25k]",mortgage,major_purchase,36 months,High,25000,8975,14.31,6626.48,0,33.08,1
Yes,Good Loan,30+,"[0,25k]",mortgage,major_purchase,36 months,Low,17173.5,15550,12.14,13403.2,0,35.43,4
Yes,Good Loan,30+,"[0,25k]",mortgage,major_purchase,60 months,High,25000,10000,16.55,8970.68,0,35.96,1
Yes,Good Loan,30+,"[0,25k]",mortgage,medical,36 months,High,21800,22525,17.268,12822.779999999999,0,33.86,5
Yes,Good Loan,30+,"[0,25k]",mortgage,medical,36 months,Low,23000,10000,11.49,7938.33,0,34.903333333333336,3
Yes,Good Loan,30+,"[0,25k]",mortgage,moving,36 months,High,14400,9125,19.505,3361.3199999999997,0,34.325,2
Yes,Good Loan,30+,"[0,25k]",mortgage,other,36 months,High,20545.47619047619,216475,17.428809523809523,162146.27,0,34.862857142857145,42
Yes,Good Loan,30+,"[0,25k]",mortgage,other,36 months,Low,21875,19900,11.157499999999999,18751,0,32.825,4
Yes,Good Loan,30+,"[0,25k]",mortgage,other,60 months,High,13588,33050,21.88,32733.25,0,212.48,2
Yes,Good Loan,30+,"[0,25k]",mortgage,small_business,36 months,High,24750,24750,16.6025,21258.52,0,35.51,4
Yes,Good Loan,30+,"[0,25k]",mortgage,vacation,36 months,High,20333.333333333332,14625,17.07,9378.48,0,35.22666666666667,3
Yes,Good Loan,30+,"[0,25k]",mortgage,vacation,36 months,Low,23051,5000,11.99,2159.31,0,31.24,1
Yes,Good Loan,30+,"[0,25k]",own,car,36 months,High,17730,19000,16.045,16035.6,0,35.115,4
Yes,Good Loan,30+,"[0,25k]",own,car,36 months,Low,18400,7100,9.17,5757.11,0,36.385000000000005,2
Yes,Good Loan,30+,"[0,25k]",own,credit_card,36 months,High,19392.61320754717,699400,16.318867924528302,526428.95,0,33.8277358490566,106
Yes,Good Loan,30+,"[0,25k]",own,credit_card,36 months,Low,21469.247524752474,666275,10.80019801980198,523850.45,0,34.03386138613861,101
Yes,Good Loan,30+,"[0,25k]",own,credit_card,60 months,High,23394.222222222223,198625,17.554444444444442,183282.13999999998,0,36.10444444444445,18
Yes,Good Loan,30+,"[0,25k]",own,credit_card,60 months,Low,25000,23000,11.99,20309.54,0,31.945,2
Yes,Good Loan,30+,"[0,25k]",own,debt_consolidation,36 months,High,20201.30183727034,2532875,16.81443569553806,1920645.79,0,34.22522309711286,381
Yes,Good Loan,30+,"[0,25k]",own,debt_consolidation,36 months,Low,20928.375886524824,900075,11.307021276595744,713529.5,0,33.99248226950355,141
Yes,Good Loan,30+,"[0,25k]",own,debt_consolidation,60 months,High,23754.51219512195,454950,18.694634146341464,416153.19,0,35.78634146341464,41
Yes,Good Loan,30+,"[0,25k]",own,debt_consolidation,60 months,Low,23974.333333333332,32000,10.823333333333334,27838.79,0,31.62,3
Yes,Good Loan,30+,"[0,25k]",own,home_improvement,36 months,High,18259.636363636364,224725,16.427954545454543,180410.25,0,35.00477272727273,44
Yes,Good Loan,30+,"[0,25k]",own,home_improvement,36 months,Low,19591.071428571428,70200,11.512142857142857,58741.67,0,33.43571428571428,14
Yes,Good Loan,30+,"[0,25k]",own,home_improvement,60 months,High,24000,12000,16.99,11741.64,0,36.05,1
Yes,Good Loan,30+,"[0,25k]",own,house,36 months,High,16280,7000,16.375,5560.24,0,35.07,2
Yes,Good Loan,30+,"[0,25k]",own,major_purchase,36 months,High,20500,35925,17.661666666666665,29885.510000000002,0,33.73833333333334,6
Yes,Good Loan,30+,"[0,25k]",own,major_purchase,36 months,Low,18455.555555555555,42500,11.404444444444444,39209.13,0,34.54555555555555,9
Yes,Good Loan,30+,"[0,25k]",own,major_purchase,60 months,High,23500,21175,20.585,17987.05,0,31.48,2
Yes,Good Loan,30+,"[0,25k]",own,medical,36 months,High,18510.75,41225,16.3475,35473.69,0,36,8
Yes,Good Loan,30+,"[0,25k]",own,moving,36 months,High,18720,5000,15.61,4779,0,30.38,1
Yes,Good Loan,30+,"[0,25k]",own,other,36 months,High,20278.709677419356,275750,17.67451612903226,225791.09,0,33.990967741935485,62
Yes,Good Loan,30+,"[0,25k]",own,other,36 months,Low,22235.636363636364,61500,11.377272727272727,56144.85,0,32.11181818181818,11
Yes,Good Loan,30+,"[0,25k]",own,other,60 months,High,22000,13725,16.12,11401.79,0,32.525,2
Yes,Good Loan,30+,"[0,25k]",own,renewable_energy,36 months,High,21500,3500,20.49,2756.6099999999997,0,33.765,2
Yes,Good Loan,30+,"[0,25k]",own,small_business,36 months,High,18608.333333333332,25900,21.55333333333333,19479.71,0,34.23166666666667,6
Yes,Good Loan,30+,"[0,25k]",own,small_business,36 months,Low,16000,5000,11.99,4883.91,0,33.01,1
Yes,Good Loan,30+,"[0,25k]",own,vacation,36 months,High,16450,8450,15.739999999999998,6998.65,0,36.21,2
Yes,Good Loan,30+,"[0,25k]",rent,car,36 months,High,19719.052631578947,103150,17.333684210526314,83991.35,0,33.443684210526314,19
Yes,Good Loan,30+,"[0,25k]",rent,car,36 months,Low,19071.25,36225,11.69875,27848.48,0,32.935,8
Yes,Good Loan,30+,"[0,25k]",rent,car,60 months,High,24750,22000,15.594999999999999,20589.92,0,34.945,2
Yes,Good Loan,30+,"[0,25k]",rent,credit_card,36 months,High,19723.187667560323,2378950,16.171340482573726,1776662.51,0,34.288981233243966,373
Yes,Good Loan,30+,"[0,25k]",rent,credit_card,36 months,Low,21312.225806451614,1646975,10.913709677419355,1312074.88,0,33.95991935483871,248
Yes,Good Loan,30+,"[0,25k]",rent,credit_card,60 months,High,23955.95238095238,445850,17.602619047619047,405265.48,0,34.45428571428572,42
Yes,Good Loan,30+,"[0,25k]",rent,credit_card,60 months,Low,24433.333333333332,93800,11.716666666666667,89232.87,0,33.59,9
Yes,Good Loan,30+,"[0,25k]",rent,debt_consolidation,36 months,High,20360.723720930233,6830800,16.847739534883722,5338590.6,0,34.89341395348837,1075
Yes,Good Loan,30+,"[0,25k]",rent,debt_consolidation,36 months,Low,21116.632352941175,2044475,11.24164705882353,1631425.47,0,33.763735294117645,340
Yes,Good Loan,30+,"[0,25k]",rent,debt_consolidation,60 months,High,23528.40776699029,1139800,18.356796116504853,1043772.48,0,36.280776699029126,103
Yes,Good Loan,30+,"[0,25k]",rent,debt_consolidation,60 months,Low,23733.333333333332,64550,11.773333333333333,60177.880000000005,0,32.58166666666667,6
Yes,Good Loan,30+,"[0,25k]",rent,home_improvement,36 months,High,19428.2,56225,17.227999999999998,35861.77,0,36.436,10
Yes,Good Loan,30+,"[0,25k]",rent,home_improvement,36 months,Low,24639,7300,11.26,6073.29,0,36.4,2
Yes,Good Loan,30+,"[0,25k]",rent,home_improvement,60 months,Low,25000,12500,12.29,12039.68,0,30.87,1
Yes,Good Loan,30+,"[0,25k]",rent,house,36 months,High,23500,20450,20.8675,17165.21,0,35.195,4
Yes,Good Loan,30+,"[0,25k]",rent,house,36 months,Low,24000,7200,12.99,4915.139999999999,0,37.4,1
Yes,Good Loan,30+,"[0,25k]",rent,major_purchase,36 months,High,20001.222222222223,136025,17.314814814814813,105317.97,0,33.717777777777776,27
Yes,Good Loan,30+,"[0,25k]",rent,major_purchase,36 months,Low,20263.636363636364,43650,12.110909090909091,33656.45,0,32.82636363636364,11
Yes,Good Loan,30+,"[0,25k]",rent,medical,36 months,High,19639.5,148700,18.631249999999998,109087.42,0,33.8159375,32
Yes,Good Loan,30+,"[0,25k]",rent,medical,36 months,Low,24500,7750,10.08,6985.620000000001,0,37.32,2
Yes,Good Loan,30+,"[0,25k]",rent,moving,36 months,High,18910.153846153848,98650,18.323846153846155,72322,0,33.825384615384614,26
Yes,Good Loan,30+,"[0,25k]",rent,moving,36 months,Low,22333.333333333332,9200,10.226666666666667,8632.68,0,34.946666666666665,3
Yes,Good Loan,30+,"[0,25k]",rent,other,36 months,High,19883.56129032258,726700,17.66122580645161,571765.41,0,34.896193548387096,155
Yes,Good Loan,30+,"[0,25k]",rent,other,36 months,Low,22369.44827586207,133700,12.06103448275862,118445.42,0,33.23965517241379,29
Yes,Good Loan,30+,"[0,25k]",rent,other,60 months,High,24120,50600,18.054000000000002,42270.92,0,33.082,5
Yes,Good Loan,30+,"[0,25k]",rent,renewable_energy,36 months,High,18000,9000,16.49,7420.3099999999995,0,33.71,2
Yes,Good Loan,30+,"[0,25k]",rent,small_business,36 months,High,21242.733333333334,96550,18.798666666666666,72310.53,0,34.900666666666666,15
Yes,Good Loan,30+,"[0,25k]",rent,vacation,36 months,High,22527.5,34450,17.482499999999998,25697.370000000003,0,33.82625,8
Yes,Good Loan,30+,"[0,25k]",rent,vacation,36 months,Low,24356,3200,12.489999999999998,2908.6499999999996,0,35.125,2
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,car,36 months,High,117800,74475,15.294,65884.2,0,7.748,5
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,car,36 months,Low,113073.68421052632,444350,8.033157894736842,307318.43,0,5.440526315789474,38
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,car,60 months,High,113133.33333333333,93200,16.828333333333333,68769.66,0,7.385,6
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,car,60 months,Low,113260,134175,11.459999999999999,108880.43000000001,0,4.981,10
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,credit_card,36 months,High,113800.1095890411,1367300,15.614109589041096,812628.23,0,6.928082191780822,73
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,credit_card,36 months,Low,113641.88306451614,16553375,8.197409274193548,11696931.88,0,7.160423387096774,992
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,credit_card,60 months,High,114276.98295454546,3937425,16.026647727272728,3148886.24,0,7.353806818181818,176
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,credit_card,60 months,Low,113568.80176211454,4710975,10.702555066079295,4007335.35,0,7.6043612334801765,227
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,debt_consolidation,36 months,High,113164.60476190476,7390625,15.43647619047619,4952532.81,0,7.238404761904762,420
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,debt_consolidation,36 months,Low,113899.41993281075,28733500,8.795078387458007,20116371.61,0,6.961595744680851,1786
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,debt_consolidation,60 months,High,114156.70044709388,15180850,16.944918032786884,12438994.43,0,7.327034277198211,671
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,debt_consolidation,60 months,Low,113570.58447488585,9152375,10.65351598173516,7925921.35,0,7.384703196347032,438
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,home_improvement,36 months,High,114401.8865248227,2498500,15.756737588652483,1787637.6,0,6.587659574468085,141
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,home_improvement,36 months,Low,113531.45093945721,6960275,8.736701461377871,4961811.37,0,6.35455114822547,479
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,home_improvement,60 months,High,113425.00836820084,5457800,17.348242677824267,4471832.12,0,6.321673640167364,239
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,home_improvement,60 months,Low,113117.93421052632,3171325,10.30611842105263,2623628.78,0,6.145855263157895,152
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,house,36 months,High,115094.16666666667,41700,21.238333333333333,22369.16,0,4.053333333333334,6
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,house,36 months,Low,120666.66666666667,43000,10.12,29076.590000000004,0,5.303333333333334,3
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,house,60 months,High,115857.14285714286,159950,18.874285714285715,116003.66,0,7.622857142857143,7
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,house,60 months,Low,116666.66666666667,61000,11.41,22016.46,0,4.473333333333334,3
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,major_purchase,36 months,High,111504.76190476191,303600,15.809047619047618,222674.16,0,6.136666666666667,21
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,major_purchase,36 months,Low,113969.23655913978,1114425,8.193118279569893,823603.08,0,5.669139784946236,93
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,major_purchase,60 months,High,115538.65217391304,583800,17.235652173913042,513723.32,0,6.659130434782608,23
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,major_purchase,60 months,Low,114176.29166666667,525900,10.445,433345.12,0,5.83,24
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,medical,36 months,High,113628.57142857143,162400,16.517142857142858,103983.55,0,6.606428571428571,14
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,medical,36 months,Low,112347.24137931035,275500,9.076896551724138,191809.84,0,6.295517241379311,29
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,medical,60 months,High,116624,195750,21.548181818181817,163943.76,0,7.162727272727273,11
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,medical,60 months,Low,112000,76200,11.84,48058.05,0,4.7125,4
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,moving,36 months,High,111500,67400,18.164,43489.19,0,8.282,5
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,moving,36 months,Low,112500,8400,11.26,7096.11,0,2.7399999999999998,2
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,moving,60 months,High,119000,101750,20.016,78988.73999999999,0,7.338,5
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,moving,60 months,Low,110000,15000,9.99,13812.94,0,6.87,1
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,other,36 months,High,112563.51612903226,943900,16.664623655913978,556436.9400000001,0,6.940107526881721,93
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,other,36 months,Low,113603.58181818182,1372225,9.197272727272727,1034622.59,0,6.346909090909091,110
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,other,60 months,High,114134.97435897436,780375,18.764871794871794,642073.95,0,6.193846153846154,39
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,other,60 months,Low,114588,269500,10.9475,233175.26,0,6.6325,16
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,renewable_energy,60 months,High,119000,15000,16.4,715.6599999999999,0,8.55,1
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,renewable_energy,60 months,Low,109000,27000,11.49,4032.66,0,7.99,1
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,small_business,36 months,High,114978.8918918919,765600,17.464324324324323,512743.62,0,5.906216216216216,37
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,small_business,36 months,Low,115019.4375,508150,11.1159375,401214.44,0,5.6690625,32
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,small_business,60 months,High,114060.60606060606,784650,19.213939393939395,614390.66,0,6.627878787878788,33
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,small_business,60 months,Low,115000,44625,11.963333333333333,23917.559999999998,0,5.49,3
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,vacation,36 months,High,116626.66666666667,102825,16.48,70095.15,0,5.6049999999999995,12
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,vacation,36 months,Low,112125,47900,11.42125,38025.99,0,7.07125,8
Yes,Good Loan,"[0,10]","(100k,125k]",mortgage,vacation,60 months,High,118093.66666666667,92775,19.743333333333332,88999.74,0,4.776666666666666,3
Yes,Good Loan,"[0,10]","(100k,125k]",own,car,36 months,High,113500,38675,14.469999999999999,32577.84,0,8.32,2
Yes,Good Loan,"[0,10]","(100k,125k]",own,car,36 months,Low,110052.44444444444,66500,8.86888888888889,49071.56,0,7.412222222222223,9
Yes,Good Loan,"[0,10]","(100k,125k]",own,car,60 months,High,108666.66666666667,51500,16.453333333333333,31639.5,0,7.513333333333334,3
Yes,Good Loan,"[0,10]","(100k,125k]",own,car,60 months,Low,111500,48400,9.246666666666666,45279.08,0,8.96,3
Yes,Good Loan,"[0,10]","(100k,125k]",own,credit_card,36 months,High,113648,328650,14.481052631578947,240626,0,6.963684210526315,19
Yes,Good Loan,"[0,10]","(100k,125k]",own,credit_card,36 months,Low,113567.33552631579,2561625,8.199736842105263,1993578.82,0,6.976447368421053,152
Yes,Good Loan,"[0,10]","(100k,125k]",own,credit_card,60 months,High,112666.66666666667,324875,16.226,289224.15,0,6.63,15
Yes,Good Loan,"[0,10]","(100k,125k]",own,credit_card,60 months,Low,113233.27272727272,691875,10.473333333333333,595182.24,0,6.557575757575758,33
Yes,Good Loan,"[0,10]","(100k,125k]",own,debt_consolidation,36 months,High,114415.77777777778,1409825,15.451944444444445,923251.19,0,7.291388888888889,72
Yes,Good Loan,"[0,10]","(100k,125k]",own,debt_consolidation,36 months,Low,114027.9945054945,2789075,8.802857142857142,2065281.42,0,6.951923076923077,182
Yes,Good Loan,"[0,10]","(100k,125k]",own,debt_consolidation,60 months,High,113476.36585365854,1873700,17.040243902439023,1556111.58,0,7.213048780487805,82
Yes,Good Loan,"[0,10]","(100k,125k]",own,debt_consolidation,60 months,Low,115481.16,1035975,10.4524,905250.35,0,6.7874,50
Yes,Good Loan,"[0,10]","(100k,125k]",own,home_improvement,36 months,High,115036.11111111111,394075,15.064444444444444,322470.76,0,5.750555555555556,18
Yes,Good Loan,"[0,10]","(100k,125k]",own,home_improvement,36 months,Low,114627.06756756757,1059200,8.673108108108108,801812.59,0,5.956216216216216,74
Yes,Good Loan,"[0,10]","(100k,125k]",own,home_improvement,60 months,High,113475.07894736843,927875,18.31736842105263,769897.23,0,6.011842105263158,38
Yes,Good Loan,"[0,10]","(100k,125k]",own,home_improvement,60 months,Low,115647.05882352941,383800,9.731176470588235,350320.78,0,5.9947058823529416,17
Yes,Good Loan,"[0,10]","(100k,125k]",own,house,36 months,High,115333.33333333333,73000,17.083333333333332,56044.71,0,5.8133333333333335,3
Yes,Good Loan,"[0,10]","(100k,125k]",own,house,60 months,High,113250,114225,21.1325,110630.70000000001,0,5.047499999999999,4
Yes,Good Loan,"[0,10]","(100k,125k]",own,major_purchase,36 months,High,120000,9000,19.85,2700.73,0,5.215,2
Yes,Good Loan,"[0,10]","(100k,125k]",own,major_purchase,36 months,Low,113552.94117647059,247625,8.621176470588235,201786.43,0,4.356470588235294,17
Yes,Good Loan,"[0,10]","(100k,125k]",own,major_purchase,60 months,High,118540,180300,16.6425,141272.91,0,5.40125,8
Yes,Good Loan,"[0,10]","(100k,125k]",own,major_purchase,60 months,Low,103000,15000,7.89,13538.27,0,5.35,1
Yes,Good Loan,"[0,10]","(100k,125k]",own,medical,36 months,High,118500,16075,16.299999999999997,13091.2,0,2.44,2
Yes,Good Loan,"[0,10]","(100k,125k]",own,medical,36 months,Low,115000,19000,12.425,14412.880000000001,0,7.585,2
Yes,Good Loan,"[0,10]","(100k,125k]",own,medical,60 months,High,105028,41625,18.576666666666664,28510.35,0,4.413333333333333,3
Yes,Good Loan,"[0,10]","(100k,125k]",own,moving,36 months,High,120000,6000,14.64,2784.12,0,8.33,1
